ADDRESS_LATITUDE,ADDRESS_LONGITUDE,LOCATION_ID,DLOBO_LOC_ADDRESS,DLOBO_LOC_CITY,DLOBO_LOC_STATE,DLOBO_LOC_ZIPCODE,CLEAN_ZIP,FULL_ADDRESS
48.5130501,-111.8726159,909,1350 ROOSEVELT HWY.,SHELBY,MT,59474,59474,"1350 ROOSEVELT HWY.,SHELBY,MT,59474"
29.946,-97.798,35802,900 ROY RICHARD RD,SCHERTZ,TX,78154,78154,"900 ROY RICHARD RD,SCHERTZ,TX,78154"
39.4467819,-87.125469,27,990 WEST SR 42,BRAZIL,IN,47834,47834,"990 WEST SR 42,BRAZIL,IN,47834"
35.68437,-114.46721,10010,19210 N US HWY 93,WHITE HILLS,AZ,86445,86445,"19210 N US HWY 93,WHITE HILLS,AZ,86445"
40.6127,-112.469,67826,929 HIGHWAY 138,GRANTSVILLE,UT,84029-9711,84029,"929 HIGHWAY 138,GRANTSVILLE,UT,84029"
29.6743,-95.5627,41663,10445 BISSONNET ST,HOUSTON,TX,77099,77099,"10445 BISSONNET ST,HOUSTON,TX,77099"
42.7864721,-74.6085208,543,19 N. 681 US HIGHWAY 20,HAMPSHIRE,IL,60140,60140,"19 N. 681 US HIGHWAY 20,HAMPSHIRE,IL,60140"
35.429212,-93.533476,66882,3300 STERLIN HURLEY IND HWY,CLARKSVILLE,AR,72830-1200,72830,"3300 STERLIN HURLEY IND HWY,CLARKSVILLE,AR,72830"
34.7813642,-92.1281619,332,3300 HIGHWAY 391 NORTH,NORTH LITTLE ROCK,AR,72117,72117,"3300 HIGHWAY 391 NORTH,NORTH LITTLE ROCK,AR,72117"
39.6935031,-86.1909903,649,1720 W THOMPSON RD,INDIANAPOLIS,IN,46217,46217,"1720 W THOMPSON RD,INDIANAPOLIS,IN,46217"
35.881901,-84.2352486,3722,800 WATT ROAD,KNOXVILLE,TN,37932,37932,"800 WATT ROAD,KNOXVILLE,TN,37932"
33.1535461,-95.6171026,157,1200 SOUTH HILLCREST,SULPHUR SPRINGS,TX,75482,75482,"1200 SOUTH HILLCREST,SULPHUR SPRINGS,TX,75482"
32.9578779,-97.3075292,434,2400 ALLIANCE GATEWAY FWY.,FORT WORTH,TX,76177,76177,"2400 ALLIANCE GATEWAY FWY.,FORT WORTH,TX,76177"
41.7854915,-80.8541584,2,2246 OH-45,AUSTINBURG,OH,44010,44010,"2246 OH-45,AUSTINBURG,OH,44010"
43.0580408,-85.9576548,86278,95 68TH AVENUE SOUTH,COOPERSVILLE,MI,49404,49404,"95 68TH AVENUE SOUTH,COOPERSVILLE,MI,49404"
43.3492215,-83.8601832,18,6565 NORTH DIXIE HIGHWAY,BRIDGEPORT,MI,48722,48722,"6565 NORTH DIXIE HIGHWAY,BRIDGEPORT,MI,48722"
35.4756349,-95.5391106,702,1255 GENTRY,CHECOTAH,OK,74426,74426,"1255 GENTRY,CHECOTAH,OK,74426"
0,0,99171059,709 US HWY 77 N,SCHULENBURG,TX,78956,78956,"709 US HWY 77 N,SCHULENBURG,TX,78956"
0,0,99171025,102 SOUTH SHELDON ROAD,CHANNELVIEW,TX,77530,77530,"102 SOUTH SHELDON ROAD,CHANNELVIEW,TX,77530"
49.3975386,-82.3698464,806,410 GOVERNMENT ROAD EAST,KAPUSKASING,ON,P5N 2X7,P5N 2,"410 GOVERNMENT ROAD EAST,KAPUSKASING,ON,P5N 2"
32.1941247,-86.4202204,604,900 TYSON ROAD,HOPE HULL,AL,36043,36043,"900 TYSON ROAD,HOPE HULL,AL,36043"
43.7726241,-79.8765548,1201,13947 HURONTARIO STREET,INGLEWOOD,ON,L7C 2C9,L7C 2,"13947 HURONTARIO STREET,INGLEWOOD,ON,L7C 2"
0,0,99170631,7001 LAKE PARK BELLVILLE ROAD,LAKE PARK,GA,31636,31636,"7001 LAKE PARK BELLVILLE ROAD,LAKE PARK,GA,31636"
39.685639,-111.8364249,743,1597 SOUTH MAIN STREET,NEPHI,UT,84648,84648,"1597 SOUTH MAIN STREET,NEPHI,UT,84648"
29.2679327,-82.191552,3092,4255 NW HIGHWAY 326,OCALA,FL,34482,34482,"4255 NW HIGHWAY 326,OCALA,FL,34482"
35.7257724,-78.5811187,86962,4020 JONES SAUSAGE ROAD,GARNER,NC,27529,27529,"4020 JONES SAUSAGE ROAD,GARNER,NC,27529"
39.0916586,-104.872758,1110,15455 TERRAZZO DRIVE,MONUMENT,CO,80921,80921,"15455 TERRAZZO DRIVE,MONUMENT,CO,80921"
0,0,99170730,1011 BELTWAY PARKWAY,LAREDO,TX,78045,78045,"1011 BELTWAY PARKWAY,LAREDO,TX,78045"
33.144498,-95.601309,9668,641 CHURCH STREET,SULPHUR SPRINGS,TX,75493,75493,"641 CHURCH STREET,SULPHUR SPRINGS,TX,75493"
41.7177111,-88.3746551,84333,2110 ORCHARD ROAD,MONTGOMERY,IL,60538,60538,"2110 ORCHARD ROAD,MONTGOMERY,IL,60538"
38.0447492,-97.3186004,1346,200 MANCHESTER AVE,NEWTON,KS,67114,67114,"200 MANCHESTER AVE,NEWTON,KS,67114"
41.4837641,-87.8746554,81421,22310 SOUTH LA GRANGE ROAD,FRANKFORT,IL,60423,60423,"22310 SOUTH LA GRANGE ROAD,FRANKFORT,IL,60423"
41.1410309,-78.7832148,336,1742 RICH HIGHWAY,DUBOIS,PA,15801,15801,"1742 RICH HIGHWAY,DUBOIS,PA,15801"
43.0094819,-87.9668835,84100,4225 WEST BURNHAM STREET,WEST MILWAUKEE,WI,53215,53215,"4225 WEST BURNHAM STREET,WEST MILWAUKEE,WI,53215"
54.136921,-115.695415,824,5329 MOUNTAIN ROAD,WHITECOURT,AB,T7S 1K6,T7S 1,"5329 MOUNTAIN ROAD,WHITECOURT,AB,T7S 1"
33.4567713,-112.2735726,459,900 NORTH 99TH AVENUE,AVONDALE,AZ,85323,85323,"900 NORTH 99TH AVENUE,AVONDALE,AZ,85323"
39.9427113,-82.5985011,699,10480 BALTIMORE,MILLERSPORT,OH,43046,43046,"10480 BALTIMORE,MILLERSPORT,OH,43046"
44.2944349,-90.8569491,756,780 STATE HWY 54,BLACK RIVER FALLS,WI,54615,54615,"780 STATE HWY 54,BLACK RIVER FALLS,WI,54615"
39.133438,-88.566303,643,1701 W EVERGREEN AVENUE,EFFINGHAM,IL,62401,62401,"1701 W EVERGREEN AVENUE,EFFINGHAM,IL,62401"
35.6425406,-82.0401603,1063,3365 SUGAR HILL ROAD,MARION,NC,28752,28752,"3365 SUGAR HILL ROAD,MARION,NC,28752"
47.116754,-104.73539,1014,73 HIGHWAY 16,GLENDIVE,MT,59330,59330,"73 HIGHWAY 16,GLENDIVE,MT,59330"
31.6828,-95.7371,66836,14863 FM 645 UNIT D,PALESTINE,TX,75803-1220,75803,"14863 FM 645 UNIT D,PALESTINE,TX,75803"
36.67525,-119.7464,9720,4149 S MAPLE AVE,FRESNO,CA,93725,93725,"4149 S MAPLE AVE,FRESNO,CA,93725"
35.609078,-78.561628,56985,5170 NC 42 W,GARNER,NC,27529,27529,"5170 NC 42 W,GARNER,NC,27529"
39.633648,-77.807115,150,11633 GREENCASTLE PIKE,HAGERSTOWN,MD,21740,21740,"11633 GREENCASTLE PIKE,HAGERSTOWN,MD,21740"
0,0,99988631,5508 LONAS DR,KNOXVILLE,TN,37919,37919,"5508 LONAS DR,KNOXVILLE,TN,37919"
34.996227,-85.245837,64692,4150 MONROE ST,EAST RIDGE,TN,37412,37412,"4150 MONROE ST,EAST RIDGE,TN,37412"
0,0,99170432,8055 SOUTH I-35,ROBINSON,TX,76706,76706,"8055 SOUTH I-35,ROBINSON,TX,76706"
34.4450631,-79.3744586,81590,1203 RADFORD BLVD,DILLON,SC,29536,29536,"1203 RADFORD BLVD,DILLON,SC,29536"
0,0,9765,7900 NATIONAL DRIVE,LIVERMORE,CA,94550,94550,"7900 NATIONAL DRIVE,LIVERMORE,CA,94550"
0,0,79988509,2935 KINGSGATE WAY,RICHLAND,WA,99354,99354,"2935 KINGSGATE WAY,RICHLAND,WA,99354"
35.9278628,-83.5832779,269,2150 WINFIELD DUNN PARKWAY,SEVIERVILLE,TN,37876,37876,"2150 WINFIELD DUNN PARKWAY,SEVIERVILLE,TN,37876"
36.044979,-86.712493,41079,15007 OLD HICKORY BLVD,NASHVILLE,TN,37211,37211,"15007 OLD HICKORY BLVD,NASHVILLE,TN,37211"
33.806072,-118.230686,9736,2000 EAST SEPULVEDA BLVD.,CARSON,CA,90810-1995,90810,"2000 EAST SEPULVEDA BLVD.,CARSON,CA,90810"
37.0187914,-120.1327669,365,22717 AVENUE 18 1/2,MADERA,CA,93637,93637,"22717 AVENUE 18 1/2,MADERA,CA,93637"
38.2932704,-112.653177,509,653 WEST 1400 NORTH,BEAVER,UT,84713,84713,"653 WEST 1400 NORTH,BEAVER,UT,84713"
41.890445,-91.6664078,1092,8950 EARHART LANE SW,CEDAR RAPIDS,IA,52404,52404,"8950 EARHART LANE SW,CEDAR RAPIDS,IA,52404"
40.621884,-87.4414152,1086,6252 STATE RTE. 18 EAST,MARION,IN,46952,46952,"6252 STATE RTE. 18 EAST,MARION,IN,46952"
36.108566,-83.339187,4596,3663 ROY MESSER HIGHWAY,WHITE PINE,TN,37890,37890,"3663 ROY MESSER HIGHWAY,WHITE PINE,TN,37890"
43.1417892,-115.6630759,350,1050 HIGHWAY 20,MOUNTAIN HOME,ID,83647,83647,"1050 HIGHWAY 20,MOUNTAIN HOME,ID,83647"
37.2138712,-93.3819605,1061,4939 WEST CHESTNUT EXPRESSWAY,SPRINGFIELD,MO,65802,65802,"4939 WEST CHESTNUT EXPRESSWAY,SPRINGFIELD,MO,65802"
56.6832,-111.3541,859,345 SAKITAWAW TRAIL,FORT MCMURRAY,AB,T9H 4E4,T9H 4,"345 SAKITAWAW TRAIL,FORT MCMURRAY,AB,T9H 4"
41.5871272,-87.236001,650,1401 RIPLEY STREET,LAKE STATION,IN,46405,46405,"1401 RIPLEY STREET,LAKE STATION,IN,46405"
43.132729,-86.220195,56303,6582 GRAND HAVEN ROAD,MUSKEGON,MI,49441,49441,"6582 GRAND HAVEN ROAD,MUSKEGON,MI,49441"
43.4514968,-83.8940815,668,3475 E WASHINGTON,SAGINAW,MI,48601,48601,"3475 E WASHINGTON,SAGINAW,MI,48601"
39.970709,-104.8172,16081,500 EAST BROMLEY LANE,BRIGHTON,CO,80601,80601,"500 EAST BROMLEY LANE,BRIGHTON,CO,80601"
29.4399895,-98.3800829,306,5619 I-10 EAST,SAN ANTONIO,TX,78219,78219,"5619 I-10 EAST,SAN ANTONIO,TX,78219"
30.1121468,-93.821917,431,2205 NORTH HIGHWAY 62,ORANGE,TX,77630,77630,"2205 NORTH HIGHWAY 62,ORANGE,TX,77630"
41.2053676,-85.7059413,86139,2125 NORTH STATE ROAD 13,PIERCETON,IN,46562,46562,"2125 NORTH STATE ROAD 13,PIERCETON,IN,46562"
0,0,99170613,17047 ZACHARY AVE,BAKERSFIELD,CA,93308,93308,"17047 ZACHARY AVE,BAKERSFIELD,CA,93308"
39.5580927,-82.9573344,8,25600 US-23,CIRCLEVILLE,OH,43113,43113,"25600 US-23,CIRCLEVILLE,OH,43113"
