dimstate,dimcity,dimzipcode,dimcounty,dimcounty2
KY,Oil Springs,41238,Johnson,Johnson County
KY,Paintsville,41240,Johnson,Johnson County
KY,Pilgrim,41250,Martin,Martin County
KY,River,41254,Johnson,Johnson County
KY,Sitka,41255,Johnson,Johnson County
KY,Staffordsville,41256,Johnson,Johnson County
KY,Stambaugh,41257,Johnson,Johnson County
KY,Thelma,41260,Johnson,Johnson County
KY,Tomahawk,41262,Martin,Martin County
KY,Tutor Key,41263,Johnson,Johnson County
KY,Ulysses,41264,Lawrence,Lawrence County
KY,Van Lear,41265,Johnson,Johnson County
KY,Warfield,41267,Martin,Martin County
KY,West Van Lear,41268,Johnson,Johnson County
KY,Williamsport,41271,Johnson,Johnson County
KY,Wittensville,41274,Johnson,Johnson County
KY,Campton,41301,Wolfe,Wolfe County
KY,Athol,41307,Breathitt,Breathitt County
KY,Bays,41310,Breathitt,Breathitt County
KY,Beattyville,41311,Lee,Lee County
KY,Bethany,41313,Wolfe,Wolfe County
KY,Booneville,41314,Owsley,Owsley County
KY,Clayhole,41317,Breathitt,Breathitt County
KY,Hazel Green,41332,Wolfe,Wolfe County
KY,Heidelberg,41333,Lee,Lee County
KY,Island City,41338,Owsley,Owsley County
KY,Jackson,41339,Breathitt,Breathitt County
KY,Lee City,41342,Wolfe,Wolfe County
KY,Lerose,41344,Owsley,Owsley County
KY,Lone,41347,Lee,Lee County
KY,Lost Creek,41348,Breathitt,Breathitt County
KY,Mistletoe,41351,Owsley,Owsley County
KY,Mize,41352,Morgan,Morgan County
KY,Pine Ridge,41360,Wolfe,Wolfe County
KY,Primrose,41362,Lee,Lee County
KY,Ricetown,41364,Owsley,Owsley County
KY,Rogers,41365,Wolfe,Wolfe County
KY,Rousseau,41366,Breathitt,Breathitt County
KY,Rowdy,41367,Perry,Perry County
KY,Saint Helens,41368,Lee,Lee County
KY,Talbert,41377,Breathitt,Breathitt County
KY,Vancleve,41385,Breathitt,Breathitt County
KY,Vincent,41386,Owsley,Owsley County
KY,Whick,41390,Breathitt,Breathitt County
KY,Zoe,41397,Lee,Lee County
KY,Cannel City,41408,Morgan,Morgan County
KY,Cisco,41410,Magoffin,Magoffin County
KY,Crockett,41413,Morgan,Morgan County
KY,Edna,41419,Magoffin,Magoffin County
KY,Elkfork,41421,Morgan,Morgan County
KY,Elsie,41422,Magoffin,Magoffin County
KY,Ezel,41425,Morgan,Morgan County
KY,Falcon,41426,Magoffin,Magoffin County
KY,Gapville,41433,Magoffin,Magoffin County
KY,Ivyton,41444,Magoffin,Magoffin County
KY,Malone,41451,Morgan,Morgan County
KY,Ophir,41459,Morgan,Morgan County
KY,Royalton,41464,Magoffin,Magoffin County
KY,Salyersville,41465,Magoffin,Magoffin County
KY,West Liberty,41472,Morgan,Morgan County
KY,Wrigley,41477,Morgan,Morgan County
KY,Pikeville,41501,Pike,Pike County
KY,Pikeville,41502,Pike,Pike County
KY,South Williamson,41503,Pike,Pike County
KY,Ashcamp,41512,Pike,Pike County
KY,Belcher,41513,Pike,Pike County
KY,Belfry,41514,Pike,Pike County
KY,Burdine,41517,Letcher,Letcher County
KY,Canada,41519,Pike,Pike County
KY,Dorton,41520,Pike,Pike County
KY,Elkhorn City,41522,Pike,Pike County
KY,Fedscreek,41524,Pike,Pike County
KY,Fords Branch,41526,Pike,Pike County
KY,Forest Hills,41527,Pike,Pike County
KY,Freeburn,41528,Pike,Pike County
KY,Hardy,41531,Pike,Pike County
KY,Hellier,41534,Pike,Pike County
KY,Huddy,41535,Pike,Pike County
KY,Jenkins,41537,Letcher,Letcher County
KY,Jonancy,41538,Pike,Pike County
KY,Kimper,41539,Pike,Pike County
KY,Lick Creek,41540,Pike,Pike County
KY,Lookout,41542,Pike,Pike County
KY,Mc Andrews,41543,Pike,Pike County
KY,Mc Carr,41544,Pike,Pike County
KY,Mc Veigh,41546,Pike,Pike County
KY,Majestic,41547,Pike,Pike County
KY,Mouthcard,41548,Pike,Pike County
KY,Myra,41549,Pike,Pike County
KY,Phelps,41553,Pike,Pike County
KY,Phyllis,41554,Pike,Pike County
KY,Pinsonfork,41555,Pike,Pike County
KY,Raccoon,41557,Pike,Pike County
KY,Ransom,41558,Pike,Pike County
KY,Regina,41559,Pike,Pike County
KY,Robinson Creek,41560,Pike,Pike County
KY,Rockhouse,41561,Pike,Pike County
KY,Shelbiana,41562,Pike,Pike County
KY,Shelby Gap,41563,Pike,Pike County
KY,Sidney,41564,Pike,Pike County
KY,Steele,41566,Pike,Pike County
KY,Stone,41567,Pike,Pike County
KY,Stopover,41568,Pike,Pike County
KY,Toler,41569,Pike,Pike County
KY,Varney,41571,Pike,Pike County
KY,Virgie,41572,Pike,Pike County
KY,Allen,41601,Floyd,Floyd County
KY,Auxier,41602,Floyd,Floyd County
KY,Banner,41603,Floyd,Floyd County
KY,Beaver,41604,Floyd,Floyd County
KY,Betsy Layne,41605,Floyd,Floyd County
KY,Bevinsville,41606,Floyd,Floyd County
KY,Blue River,41607,Floyd,Floyd County
KY,Bypro,41612,Floyd,Floyd County
KY,Dana,41615,Floyd,Floyd County
KY,David,41616,Floyd,Floyd County
KY,Drift,41619,Floyd,Floyd County
KY,Dwale,41621,Floyd,Floyd County
KY,Eastern,41622,Floyd,Floyd County
KY,Garrett,41630,Floyd,Floyd County
KY,Grethel,41631,Floyd,Floyd County
KY,Gunlock,41632,Magoffin,Magoffin County
KY,Harold,41635,Floyd,Floyd County
KY,Hi Hat,41636,Floyd,Floyd County
KY,Hueysville,41640,Floyd,Floyd County
KY,Ivel,41642,Floyd,Floyd County
KY,Lackey,41643,Floyd,Floyd County
KY,Langley,41645,Floyd,Floyd County
KY,Mc Dowell,41647,Floyd,Floyd County
KY,Martin,41649,Floyd,Floyd County
KY,Melvin,41650,Floyd,Floyd County
KY,Minnie,41651,Floyd,Floyd County
KY,Prestonsburg,41653,Floyd,Floyd County
KY,Printer,41655,Floyd,Floyd County
KY,Stanville,41659,Floyd,Floyd County
KY,Teaberry,41660,Floyd,Floyd County
KY,Tram,41663,Floyd,Floyd County
KY,Wayland,41666,Floyd,Floyd County
KY,Weeksbury,41667,Floyd,Floyd County
KY,Wheelwright,41669,Floyd,Floyd County
KY,Hazard,41701,Perry,Perry County
KY,Hazard,41702,Perry,Perry County
KY,Ary,41712,Perry,Perry County
KY,Avawam,41713,Perry,Perry County
KY,Bear Branch,41714,Leslie,Leslie County
KY,Bonnyman,41719,Perry,Perry County
KY,Buckhorn,41721,Perry,Perry County
KY,Bulan,41722,Perry,Perry County
KY,Busy,41723,Perry,Perry County
KY,Carrie,41725,Knott,Knott County
KY,Chavies,41727,Perry,Perry County
KY,Combs,41729,Perry,Perry County
KY,Confluence,41730,Leslie,Leslie County
KY,Cornettsville,41731,Perry,Perry County
KY,Delphia,41735,Perry,Perry County
KY,Dice,41736,Perry,Perry County
KY,Dwarf,41739,Perry,Perry County
KY,Emmalena,41740,Knott,Knott County
KY,Fisty,41743,Knott,Knott County
KY,Gays Creek,41745,Perry,Perry County
KY,Happy,41746,Perry,Perry County
KY,Hardburly,41747,Perry,Perry County
KY,Hyden,41749,Leslie,Leslie County
KY,Jeff,41751,Perry,Perry County
KY,Krypton,41754,Perry,Perry County
KY,Sassafras,41759,Knott,Knott County
KY,Scuddy,41760,Perry,Perry County
KY,Sizerock,41762,Leslie,Leslie County
KY,Slemp,41763,Perry,Perry County
KY,Smilax,41764,Leslie,Leslie County
KY,Thousandsticks,41766,Leslie,Leslie County
KY,Vest,41772,Knott,Knott County
KY,Vicco,41773,Perry,Perry County
KY,Viper,41774,Perry,Perry County
KY,Wendover,41775,Leslie,Leslie County
KY,Wooton,41776,Leslie,Leslie County
KY,Yeaddiss,41777,Leslie,Leslie County
KY,Yerkes,41778,Perry,Perry County
KY,Blackey,41804,Letcher,Letcher County
KY,Cromona,41810,Letcher,Letcher County
KY,Deane,41812,Letcher,Letcher County
KY,Ermine,41815,Letcher,Letcher County
KY,Garner,41817,Knott,Knott County
KY,Gordon,41819,Letcher,Letcher County
KY,Hallie,41821,Letcher,Letcher County
KY,Hindman,41822,Knott,Knott County
KY,Isom,41824,Letcher,Letcher County
KY,Jackhorn,41825,Letcher,Letcher County
KY,Jeremiah,41826,Letcher,Letcher County
KY,Kite,41828,Knott,Knott County
KY,Leburn,41831,Knott,Knott County
KY,Letcher,41832,Letcher,Letcher County
KY,Linefork,41833,Letcher,Letcher County
KY,Littcarr,41834,Knott,Knott County
KY,Mc Roberts,41835,Letcher,Letcher County
KY,Mallie,41836,Knott,Knott County
KY,Mayking,41837,Letcher,Letcher County
KY,Millstone,41838,Letcher,Letcher County
KY,Mousie,41839,Knott,Knott County
KY,Neon,41840,Letcher,Letcher County
KY,Pine Top,41843,Knott,Knott County
KY,Pippa Passes,41844,Knott,Knott County
KY,Premium,41845,Letcher,Letcher County
KY,Redfox,41847,Knott,Knott County
KY,Roxana,41848,Letcher,Letcher County
KY,Seco,41849,Letcher,Letcher County
KY,Thornton,41855,Letcher,Letcher County
KY,Whitesburg,41858,Letcher,Letcher County
KY,Dema,41859,Knott,Knott County
KY,Raven,41861,Knott,Knott County
KY,Topmost,41862,Knott,Knott County
KY,Migrate,41901,Fayette,Fayette County
KY,Migrate,41902,Fayette,Fayette County
KY,Migrate,41903,Fayette,Fayette County
KY,Migrate,41904,Fayette,Fayette County
KY,Migrate,41905,Fayette,Fayette County
KY,Migrate,41906,Fayette,Fayette County
KY,Paducah,42001,Mccracken,Mccracken County
KY,Paducah,42002,Mccracken,Mccracken County
KY,Paducah,42003,Mccracken,Mccracken County
KY,Almo,42020,Calloway,Calloway County
KY,Arlington,42021,Carlisle,Carlisle County
KY,Bandana,42022,Ballard,Ballard County
KY,Bardwell,42023,Carlisle,Carlisle County
KY,Barlow,42024,Ballard,Ballard County
KY,Benton,42025,Marshall,Marshall County
KY,Boaz,42027,Graves,Graves County
KY,Burna,42028,Livingston,Livingston County
KY,Calvert City,42029,Marshall,Marshall County
KY,Clinton,42031,Hickman,Hickman County
KY,Columbus,42032,Hickman,Hickman County
KY,Crayne,42033,Crittenden,Crittenden County
KY,Cunningham,42035,Carlisle,Carlisle County
KY,Dexter,42036,Calloway,Calloway County
KY,Dycusburg,42037,Crittenden,Crittenden County
KY,Eddyville,42038,Lyon,Lyon County
KY,Fancy Farm,42039,Graves,Graves County
KY,Farmington,42040,Graves,Graves County
KY,Fulton,42041,Fulton,Fulton County
KY,Gilbertsville,42044,Marshall,Marshall County
KY,Grand Rivers,42045,Livingston,Livingston County
KY,Hamlin,42046,Calloway,Calloway County
KY,Hampton,42047,Livingston,Livingston County
KY,Hardin,42048,Marshall,Marshall County
KY,Hazel,42049,Calloway,Calloway County
KY,Hickman,42050,Fulton,Fulton County
KY,Hickory,42051,Graves,Graves County
KY,Kevil,42053,Ballard,Ballard County
KY,Kirksey,42054,Calloway,Calloway County
KY,Kuttawa,42055,Lyon,Lyon County
KY,La Center,42056,Ballard,Ballard County
KY,Ledbetter,42058,Livingston,Livingston County
KY,Lovelaceville,42060,Ballard,Ballard County
KY,Lowes,42061,Graves,Graves County
KY,Lynnville,42063,Graves,Graves County
KY,Marion,42064,Crittenden,Crittenden County
KY,Mayfield,42066,Graves,Graves County
KY,Melber,42069,Graves,Graves County
KY,Milburn,42070,Carlisle,Carlisle County
KY,Murray,42071,Calloway,Calloway County
KY,New Concord,42076,Calloway,Calloway County
KY,Salem,42078,Livingston,Livingston County
KY,Sedalia,42079,Graves,Graves County
KY,Smithland,42081,Livingston,Livingston County
KY,Symsonia,42082,Graves,Graves County
KY,Tiline,42083,Livingston,Livingston County
KY,Tolu,42084,Crittenden,Crittenden County
KY,Water Valley,42085,Graves,Graves County
KY,West Paducah,42086,Mccracken,Mccracken County
KY,Wickliffe,42087,Ballard,Ballard County
KY,Wingo,42088,Graves,Graves County
KY,Bowling Green,42101,Warren,Warren County
KY,Bowling Green,42102,Warren,Warren County
KY,Bowling Green,42103,Warren,Warren County
KY,Bowling Green,42104,Warren,Warren County
KY,Adolphus,42120,Allen,Allen County
KY,Alvaton,42122,Warren,Warren County
KY,Austin,42123,Barren,Barren County
KY,Beaumont,42124,Metcalfe,Metcalfe County
KY,Cave City,42127,Barren,Barren County
KY,Drake,42128,Warren,Warren County
KY,Edmonton,42129,Metcalfe,Metcalfe County
KY,Eighty Eight,42130,Barren,Barren County
KY,Etoile,42131,Barren,Barren County
KY,Fountain Run,42133,Monroe,Monroe County
KY,Franklin,42134,Simpson,Simpson County
KY,Franklin,42135,Simpson,Simpson County
KY,Gamaliel,42140,Monroe,Monroe County
KY,Glasgow,42141,Barren,Barren County
KY,Glasgow,42142,Barren,Barren County
KY,Halfway,42150,Allen,Allen County
KY,Hestand,42151,Monroe,Monroe County
KY,Hiseville,42152,Barren,Barren County
KY,Holland,42153,Allen,Allen County
KY,Knob Lick,42154,Metcalfe,Metcalfe County
KY,Lucas,42156,Barren,Barren County
KY,Mount Hermon,42157,Monroe,Monroe County
KY,Oakland,42159,Warren,Warren County
KY,Park City,42160,Barren,Barren County
KY,Rocky Hill,42163,Edmonson,Edmonson County
KY,Scottsville,42164,Allen,Allen County
KY,Summer Shade,42166,Metcalfe,Metcalfe County
KY,Tompkinsville,42167,Monroe,Monroe County
KY,Woodburn,42170,Warren,Warren County
KY,Smiths Grove,42171,Warren,Warren County
KY,Aberdeen,42201,Butler,Butler County
KY,Adairville,42202,Logan,Logan County
KY,Allegre,42203,Todd,Todd County
KY,Allensville,42204,Todd,Todd County
KY,Auburn,42206,Logan,Logan County
KY,Bee Spring,42207,Edmonson,Edmonson County
KY,Brooklyn,42209,Butler,Butler County
KY,Brownsville,42210,Edmonson,Edmonson County
KY,Cadiz,42211,Trigg,Trigg County
KY,Center,42214,Metcalfe,Metcalfe County
KY,Cerulean,42215,Trigg,Trigg County
KY,Clifty,42216,Todd,Todd County
KY,Crofton,42217,Christian,Christian County
KY,Dunbar,42219,Butler,Butler County
KY,Elkton,42220,Todd,Todd County
KY,Fairview,42221,Christian,Christian County
KY,Fort Campbell,42223,Christian,Christian County
KY,Gracey,42232,Christian,Christian County
KY,Guthrie,42234,Todd,Todd County
KY,Hadley,42235,Warren,Warren County
KY,Herndon,42236,Christian,Christian County
KY,Hopkinsville,42240,Christian,Christian County
KY,Hopkinsville,42241,Christian,Christian County
KY,Huntsville,42251,Butler,Butler County
KY,Jetson,42252,Butler,Butler County
KY,La Fayette,42254,Christian,Christian County
KY,Lewisburg,42256,Logan,Logan County
KY,Lindseyville,42257,Edmonson,Edmonson County
KY,Mammoth Cave,42259,Edmonson,Edmonson County
KY,Morgantown,42261,Butler,Butler County
KY,Oak Grove,42262,Christian,Christian County
KY,Olmstead,42265,Logan,Logan County
KY,Pembroke,42266,Christian,Christian County
KY,Provo,42267,Butler,Butler County
KY,Richardsville,42270,Warren,Warren County
KY,Rochester,42273,Butler,Butler County
KY,Rockfield,42274,Warren,Warren County
KY,Roundhill,42275,Edmonson,Edmonson County
KY,Russellville,42276,Logan,Logan County
KY,Sharon Grove,42280,Todd,Todd County
KY,South Union,42283,Logan,Logan County
KY,Sweeden,42285,Edmonson,Edmonson County
KY,Trenton,42286,Todd,Todd County
KY,Welchs Creek,42287,Butler,Butler County
KY,Woodbury,42288,Butler,Butler County
KY,Owensboro,42301,Daviess,Daviess County
KY,Owensboro,42302,Daviess,Daviess County
KY,Owensboro,42303,Daviess,Daviess County
KY,Owensboro,42304,Daviess,Daviess County
KY,Beaver Dam,42320,Ohio,Ohio County
KY,Beech Creek,42321,Muhlenberg,Muhlenberg County
KY,Beech Grove,42322,Mclean,Mclean County
KY,Beechmont,42323,Muhlenberg,Muhlenberg County
KY,Belton,42324,Muhlenberg,Muhlenberg County
KY,Bremen,42325,Muhlenberg,Muhlenberg County
KY,Browder,42326,Muhlenberg,Muhlenberg County
KY,Calhoun,42327,Mclean,Mclean County
KY,Centertown,42328,Ohio,Ohio County
KY,Central City,42330,Muhlenberg,Muhlenberg County
KY,Cleaton,42332,Muhlenberg,Muhlenberg County
KY,Cromwell,42333,Ohio,Ohio County
KY,Curdsville,42334,Daviess,Daviess County
KY,Drakesboro,42337,Muhlenberg,Muhlenberg County
KY,Dundee,42338,Ohio,Ohio County
KY,Dunmor,42339,Muhlenberg,Muhlenberg County
KY,Fordsville,42343,Ohio,Ohio County
KY,Graham,42344,Muhlenberg,Muhlenberg County
KY,Greenville,42345,Muhlenberg,Muhlenberg County
KY,Hartford,42347,Ohio,Ohio County
KY,Hawesville,42348,Hancock,Hancock County
KY,Horse Branch,42349,Ohio,Ohio County
KY,Island,42350,Mclean,Mclean County
KY,Lewisport,42351,Hancock,Hancock County
KY,Livermore,42352,Mclean,Mclean County
KY,Mc Henry,42354,Ohio,Ohio County
KY,Maceo,42355,Daviess,Daviess County
KY,Maple Mount,42356,Daviess,Daviess County
KY,Olaton,42361,Ohio,Ohio County
KY,Pellville,42364,Hancock,Hancock County
KY,Penrod,42365,Muhlenberg,Muhlenberg County
KY,Philpot,42366,Daviess,Daviess County
KY,Powderly,42367,Muhlenberg,Muhlenberg County
KY,Reynolds Station,42368,Hancock,Hancock County
KY,Rockport,42369,Ohio,Ohio County
KY,Rosine,42370,Ohio,Ohio County
KY,Rumsey,42371,Mclean,Mclean County
KY,Sacramento,42372,Mclean,Mclean County
KY,South Carrollton,42374,Muhlenberg,Muhlenberg County
KY,Stanley,42375,Daviess,Daviess County
KY,Utica,42376,Daviess,Daviess County
KY,West Louisville,42377,Daviess,Daviess County
KY,Whitesville,42378,Daviess,Daviess County
KY,Baskett,42402,Henderson,Henderson County
KY,Blackford,42403,Webster,Webster County
KY,Clay,42404,Webster,Webster County
KY,Corydon,42406,Henderson,Henderson County
KY,Dawson Springs,42408,Hopkins,Hopkins County
KY,Dixon,42409,Webster,Webster County
KY,Earlington,42410,Hopkins,Hopkins County
KY,Fredonia,42411,Caldwell,Caldwell County
KY,Hanson,42413,Hopkins,Hopkins County
KY,Henderson,42419,Henderson,Henderson County
KY,Henderson,42420,Henderson,Henderson County
KY,Madisonville,42431,Hopkins,Hopkins County
KY,Manitou,42436,Hopkins,Hopkins County
KY,Morganfield,42437,Union,Union County
KY,Mortons Gap,42440,Hopkins,Hopkins County
KY,Nebo,42441,Hopkins,Hopkins County
KY,Nortonville,42442,Hopkins,Hopkins County
KY,Poole,42444,Webster,Webster County
KY,Princeton,42445,Caldwell,Caldwell County
KY,Providence,42450,Webster,Webster County
KY,Reed,42451,Henderson,Henderson County
KY,Robards,42452,Henderson,Henderson County
KY,Saint Charles,42453,Hopkins,Hopkins County
KY,Sebree,42455,Webster,Webster County
KY,Slaughters,42456,Webster,Webster County
KY,Smith Mills,42457,Henderson,Henderson County
KY,Spottsville,42458,Henderson,Henderson County
KY,Sturgis,42459,Union,Union County
KY,Sullivan,42460,Union,Union County
KY,Uniontown,42461,Union,Union County
KY,Waverly,42462,Union,Union County
KY,Wheatcroft,42463,Webster,Webster County
KY,White Plains,42464,Hopkins,Hopkins County
KY,Somerset,42501,Pulaski,Pulaski County
KY,Somerset,42502,Pulaski,Pulaski County
KY,Somerset,42503,Pulaski,Pulaski County
KY,Bethelridge,42516,Casey,Casey County
KY,Bronston,42518,Pulaski,Pulaski County
KY,Burnside,42519,Pulaski,Pulaski County
KY,Dunnville,42528,Casey,Casey County
KY,Ferguson,42533,Pulaski,Pulaski County
KY,Liberty,42539,Casey,Casey County
KY,Middleburg,42541,Casey,Casey County
KY,Nancy,42544,Pulaski,Pulaski County
KY,Science Hill,42553,Pulaski,Pulaski County
KY,Tateville,42558,Pulaski,Pulaski County
KY,West Somerset,42564,Pulaski,Pulaski County
KY,Windsor,42565,Casey,Casey County
KY,Yosemite,42566,Casey,Casey County
KY,Eubank,42567,Pulaski,Pulaski County
KY,Albany,42602,Clinton,Clinton County
KY,Alpha,42603,Clinton,Clinton County
KY,Jamestown,42629,Russell,Russell County
KY,Marshes Siding,42631,Mccreary,Mccreary County
KY,Mill Springs,42632,Wayne,Wayne County
KY,Monticello,42633,Wayne,Wayne County
KY,Parkers Lake,42634,Mccreary,Mccreary County
KY,Pine Knot,42635,Mccreary,Mccreary County
KY,Revelo,42638,Mccreary,Mccreary County
KY,Russell Springs,42642,Russell,Russell County
KY,Stearns,42647,Mccreary,Mccreary County
KY,Strunk,42649,Mccreary,Mccreary County
KY,Whitley City,42653,Mccreary,Mccreary County
KY,Elizabethtown,42701,Hardin,Hardin County
KY,Elizabethtown,42702,Hardin,Hardin County
KY,Bakerton,42711,Cumberland,Cumberland County
KY,Big Clifty,42712,Grayson,Grayson County
KY,Bonnieville,42713,Hart,Hart County
KY,Breeding,42715,Adair,Adair County
KY,Buffalo,42716,Larue,Larue County
KY,Burkesville,42717,Cumberland,Cumberland County
KY,Campbellsville,42718,Taylor,Taylor County
KY,Campbellsville,42719,Taylor,Taylor County
KY,Cane Valley,42720,Adair,Adair County
KY,Caneyville,42721,Grayson,Grayson County
KY,Canmer,42722,Hart,Hart County
KY,Cecilia,42724,Hardin,Hardin County
KY,Clarkson,42726,Grayson,Grayson County
KY,Columbia,42728,Adair,Adair County
KY,Cub Run,42729,Hart,Hart County
KY,Dubre,42731,Cumberland,Cumberland County
KY,Eastview,42732,Hardin,Hardin County
KY,Elk Horn,42733,Taylor,Taylor County
KY,Fairplay,42735,Adair,Adair County
KY,Glendale,42740,Hardin,Hardin County
KY,Glens Fork,42741,Adair,Adair County
KY,Gradyville,42742,Adair,Adair County
KY,Greensburg,42743,Green,Green County
KY,Hardyville,42746,Hart,Hart County
KY,Hodgenville,42748,Larue,Larue County
KY,Horse Cave,42749,Hart,Hart County
KY,Knifley,42753,Adair,Adair County
KY,Leitchfield,42754,Grayson,Grayson County
KY,Leitchfield,42755,Grayson,Grayson County
KY,Magnolia,42757,Larue,Larue County
KY,Mannsville,42758,Taylor,Taylor County
KY,Marrowbone,42759,Cumberland,Cumberland County
KY,Milltown,42761,Adair,Adair County
KY,Millwood,42762,Grayson,Grayson County
KY,Mount Sherman,42764,Larue,Larue County
KY,Munfordville,42765,Hart,Hart County
KY,Sonora,42776,Hardin,Hardin County
KY,Summersville,42782,Green,Green County
KY,Summit,42783,Hardin,Hardin County
KY,Upton,42784,Hardin,Hardin County
KY,Waterview,42786,Cumberland,Cumberland County
KY,White Mills,42788,Hardin,Hardin County
OH,Alexandria,43001,Licking,Licking County
OH,Amlin,43002,Franklin,Franklin County
OH,Ashley,43003,Delaware,Delaware County
OH,Blacklick,43004,Franklin,Franklin County
OH,Bladensburg,43005,Knox,Knox County
OH,Brinkhaven,43006,Knox,Knox County
OH,Broadway,43007,Union,Union County
OH,Buckeye Lake,43008,Licking,Licking County
OH,Cable,43009,Champaign,Champaign County
OH,Catawba,43010,Clark,Clark County
OH,Centerburg,43011,Knox,Knox County
OH,Croton,43013,Licking,Licking County
OH,Danville,43014,Knox,Knox County
OH,Delaware,43015,Delaware,Delaware County
OH,Dublin,43016,Franklin,Franklin County
OH,Dublin,43017,Franklin,Franklin County
OH,Etna,43018,Licking,Licking County
OH,Fredericktown,43019,Knox,Knox County
OH,Galena,43021,Delaware,Delaware County
OH,Gambier,43022,Knox,Knox County
OH,Granville,43023,Licking,Licking County
OH,Hebron,43025,Licking,Licking County
OH,Hilliard,43026,Franklin,Franklin County
OH,Homer,43027,Licking,Licking County
OH,Howard,43028,Knox,Knox County
OH,Irwin,43029,Union,Union County
OH,Jacksontown,43030,Licking,Licking County
OH,Johnstown,43031,Licking,Licking County
OH,Kilbourne,43032,Delaware,Delaware County
OH,Kirkersville,43033,Licking,Licking County
OH,Lewis Center,43035,Delaware,Delaware County
OH,Magnetic Springs,43036,Union,Union County
OH,Martinsburg,43037,Knox,Knox County
OH,Marysville,43040,Union,Union County
OH,Marysville,43041,Union,Union County
OH,Mechanicsburg,43044,Champaign,Champaign County
OH,Milford Center,43045,Union,Union County
OH,Millersport,43046,Fairfield,Fairfield County
OH,Mingo,43047,Champaign,Champaign County
OH,Mount Liberty,43048,Knox,Knox County
OH,Mount Vernon,43050,Knox,Knox County
OH,New Albany,43054,Franklin,Franklin County
OH,Newark,43055,Licking,Licking County
OH,Heath,43056,Licking,Licking County
OH,Newark,43058,Licking,Licking County
OH,North Lewisburg,43060,Champaign,Champaign County
OH,Ostrander,43061,Delaware,Delaware County
OH,Pataskala,43062,Licking,Licking County
OH,Plain City,43064,Madison,Madison County
OH,Powell,43065,Delaware,Delaware County
OH,Radnor,43066,Delaware,Delaware County
OH,Raymond,43067,Union,Union County
OH,Reynoldsburg,43068,Franklin,Franklin County
OH,Rosewood,43070,Champaign,Champaign County
OH,Saint Louisville,43071,Licking,Licking County
OH,Saint Paris,43072,Champaign,Champaign County
OH,Summit Station,43073,Licking,Licking County
OH,Sunbury,43074,Delaware,Delaware County
OH,Thornville,43076,Perry,Perry County
OH,Unionville Center,43077,Union,Union County
OH,Urbana,43078,Champaign,Champaign County
OH,Utica,43080,Licking,Licking County
OH,Westerville,43081,Franklin,Franklin County
OH,Westerville,43082,Delaware,Delaware County
OH,Westville,43083,Champaign,Champaign County
OH,Woodstock,43084,Champaign,Champaign County
OH,Columbus,43085,Franklin,Franklin County
OH,Westerville,43086,Franklin,Franklin County
OH,Newark,43093,Licking,Licking County
OH,Hebron,43098,Licking,Licking County
OH,Adelphi,43101,Ross,Ross County
OH,Amanda,43102,Fairfield,Fairfield County
OH,Ashville,43103,Pickaway,Pickaway County
OH,Baltimore,43105,Fairfield,Fairfield County
OH,Bloomingburg,43106,Fayette,Fayette County
OH,Bremen,43107,Fairfield,Fairfield County
OH,Brice,43109,Franklin,Franklin County
OH,Canal Winchester,43110,Fairfield,Fairfield County
OH,Carbon Hill,43111,Hocking,Hocking County
OH,Carroll,43112,Fairfield,Fairfield County
OH,Circleville,43113,Pickaway,Pickaway County
OH,Clarksburg,43115,Ross,Ross County
OH,Commercial Point,43116,Pickaway,Pickaway County
OH,Derby,43117,Pickaway,Pickaway County
OH,Galloway,43119,Franklin,Franklin County
OH,Grove City,43123,Franklin,Franklin County
OH,Groveport,43125,Franklin,Franklin County
OH,Harrisburg,43126,Franklin,Franklin County
OH,Haydenville,43127,Hocking,Hocking County
OH,Jeffersonville,43128,Fayette,Fayette County
OH,Lancaster,43130,Fairfield,Fairfield County
OH,Laurelville,43135,Hocking,Hocking County
OH,Lithopolis,43136,Fairfield,Fairfield County
OH,Lockbourne,43137,Pickaway,Pickaway County
OH,Logan,43138,Hocking,Hocking County
OH,London,43140,Madison,Madison County
OH,Milledgeville,43142,Fayette,Fayette County
OH,Mount Sterling,43143,Madison,Madison County
OH,Murray City,43144,Hocking,Hocking County
OH,New Holland,43145,Pickaway,Pickaway County
OH,Orient,43146,Pickaway,Pickaway County
OH,Pickerington,43147,Fairfield,Fairfield County
OH,Pleasantville,43148,Fairfield,Fairfield County
OH,Rockbridge,43149,Hocking,Hocking County
OH,Rushville,43150,Fairfield,Fairfield County
OH,Sedalia,43151,Madison,Madison County
OH,South Bloomingville,43152,Hocking,Hocking County
OH,South Solon,43153,Madison,Madison County
OH,Stoutsville,43154,Fairfield,Fairfield County
OH,Sugar Grove,43155,Fairfield,Fairfield County
OH,Tarlton,43156,Pickaway,Pickaway County
OH,Thurston,43157,Fairfield,Fairfield County
OH,Union Furnace,43158,Hocking,Hocking County
OH,Washington Court House,43160,Fayette,Fayette County
OH,West Jefferson,43162,Madison,Madison County
OH,West Rushville,43163,Fairfield,Fairfield County
OH,Williamsport,43164,Pickaway,Pickaway County
OH,Lockbourne,43194,Pickaway,Pickaway County
OH,Groveport,43195,Franklin,Franklin County
OH,Groveport,43196,Franklin,Franklin County
OH,Groveport,43198,Franklin,Franklin County
OH,Groveport,43199,Franklin,Franklin County
